```csv
dateTime,dimensions_0_id,dimensions_0_name,dimensions_1_id,dimensions_1_name,metrics_0_name,metrics_0_value,metrics_1_name,metrics_1_value,metrics_2_name,metrics_2_value,metrics_3_name,metrics_3_value,metrics_4_name,metrics_4_value
2025-05-23T06:04:42Z,280165,TracerouteICMPIPAddressSuccess,335,"Las Vegas - Canary Linux - OL8 - ST","Ping Round Trip (ms)",,%" Availability",100.0,"%" Ping Packet Loss",,"Jitter (ms)",,"Test Time (ms)",1.0
2025-05-23T06:04:42Z,280165,TracerouteICMPIPAddressSuccess,335,"Las Vegas - Canary Linux - OL8 - ST","Ping Round Trip (ms)",,%" Availability",100.0,"%" Ping Packet Loss",,"Jitter (ms)",,"Test Time (ms)",8.0
2025-05-23T06:04:42Z,280165,TracerouteICMPIPAddressSuccess,335,"Las Vegas - Canary Linux - OL8 - ST","Ping Round Trip (ms)",,%" Availability",100.0,"%" Ping Packet Loss",,"Jitter (ms)",,"Test Time (ms)",155.67
2025-05-23T06:04:42Z,280165,TracerouteICMPIPAddressSuccess,335,"Las Vegas - Canary Linux - OL8 - ST","Ping Round Trip (ms)",,%" Availability",100.0,"%" Ping Packet Loss",,"Jitter (ms)",,"Test Time (ms)",51.0
2025-05-23T06:04:42Z,280165,TracerouteICMPIPAddressSuccess,335,"Las Vegas - Canary Linux - OL8 - ST","Ping Round Trip (ms)",,%" Availability",100.0,"%" Ping Packet Loss",,"Jitter (ms)",,"Test Time (ms)",230.0
2025-05-23T06:04:42Z,280165,TracerouteICMPIPAddressSuccess,335,"Las Vegas - Canary Linux - OL8 - ST","Ping Round Trip (ms)",,%" Availability",100.0,"%" Ping Packet Loss",,"Jitter (ms)",,"Test Time (ms)",226.0
2025-05-23T06:04:42Z,280165,TracerouteICMPIPAddressSuccess,335,"Las Vegas - Canary Linux - OL8 - ST","Ping Round Trip (ms)",,%" Availability",100.0,"%" Ping Packet Loss",,"Jitter (ms)",,"Test Time (ms)",224.0
2025-05-23T06:04:42Z,280165,TracerouteICMPIPAddressSuccess,335,"Las Vegas - Canary Linux - OL8 - ST","Ping Round Trip (ms)",,%" Availability",100.0,"%" Ping Packet Loss",,"Jitter (ms)",,"Test Time (ms)",163.33
2025-05-23T06:04:42Z,280165,TracerouteICMPIPAddressSuccess,335,"Las Vegas - Canary Linux - OL8 - ST","Ping Round Trip (ms)",,%" Availability",100.0,"%" Ping Packet Loss",,"Jitter (ms)",,"Test Time (ms)",219.67
2025-05-23T06:04:42Z,280165,TracerouteICMPIPAddressSuccess,335,"Las Vegas - Canary Linux - OL8 - ST","Ping Round Trip (ms)",,%" Availability",100.0,"%" Ping Packet Loss",,"Jitter (ms)",,"Test Time (ms)",63.33
2025-05-23T06:04:42Z,280165,TracerouteICMPIPAddressSuccess,335,"Las Vegas - Canary Linux - OL8 - ST","Ping Round Trip (ms)",,%" Availability",100.0,"%" Ping Packet Loss",,"Jitter (ms)",,"Test Time (ms)",0.0
2025-05-23T06:04:42Z,280165,TracerouteICMPIPAddressSuccess,335,"Las Vegas - Canary Linux - OL8 - ST","Ping Round Trip (ms)",,%" Availability",100.0,"%" Ping Packet Loss",,"Jitter (ms)",,"Test Time (ms)",0.67
2025-05-23T06:04:42Z,280165,TracerouteICMPIPAddressSuccess,335,"Las Vegas - Canary Linux - OL8 - ST","Ping Round Trip (ms)",,%" Availability",,"%" Ping Packet Loss",,"Jitter (ms)",,"Test Time (ms)",
2025-05-23T06:09:44Z,265010,PingICMPFailure,4265,"Boston - Verizon - ST","Ping Round Trip (",,%" Availability",,"%" Ping Packet Loss",,"Jitter (ms)",,"Test Time (ms)",
```
